1169090,78874875,1
1199720,2545365601,6
1113360,781643477,1
1013140,584840524,3
1402360,2954029823,11
1590790,889135535,2
1582920,1661299652,83
1008050,137170123,1
2084650,1025410726,1
2820720,4293067004,1
1472800,3987525683,1
2538870,1888214725,1
1544730,1494443535,1
1538160,2776589165,3
1586250,191844403,1
1445640,1717811345,28
1592170,2619625740,12
1180000,1149928165,2
1559700,3013252508,1
1197710,2781918350,1
1451760,4012364929,3
1633740,1093119004,2
2846760,2785284364,4
2130420,3639394588,1
1371840,3833651212,1
1638880,1653281886,1
1596650,329419151,3
1118780,3767293170,1
1266440,241123685,1
1725250,2955122918,1
2733530,1932982191,2
1341670,4036800933,1
2272480,4151020588,4
1172590,1715423195,2
1007340,1339419198,11
1381820,2259293475,2
1497920,2783535245,1
1445790,1110285701,1
1269320,1722423650,16
1578820,408189653,1
1863230,1548990038,4
1474200,809288987,1
1165970,1850613059,2
1547720,1154899103,54
1314600,3424098855,1
1378530,4064970601,1
1592100,2247202916,1
1523060,3724462616,14
1261840,3488847082,2
1432920,70749291,1
1305380,1109988858,16
1372800,4218971915,3
1589500,423983675,1
1155120,2826027899,1
1191730,1719503060,23
1351360,4225260933,1
2147610,1916002300,2
2629730,1289920219,18
1281020,345772560,1
1323500,1397958698,2
1099210,3826257454,3
1008530,3980788184,1
2135280,230195395,1
1450390,290212204,5
1305750,1620851643,1
1483380,1956044315,12
1221130,1709046747,2
1404740,395064533,4
1006780,3137081624,3
2252690,2204742080,1
1151260,1843493539,12
1419900,3175948055,5
1375040,1584143019,2
1031150,3500662826,1
1577460,2034110659,2
1221260,1769901289,1
2200440,3809221920,1
1548370,4237392867,13
1556730,2723465012,2
1816610,305468783,3
1365990,3635841260,2
1543240,3412221404,1
1287070,3355204473,1
1231650,3688666263,1
1046050,3768734361,1
1000940,277275651,2
1529550,4086841194,2
1346240,3458265496,4
1416830,2787944405,9
1289590,1584746423,2
1459690,2787579005,4
1077360,45211378,1
1589060,495126664,1
1321530,4077927749,1
2036150,1254767683,1
1296400,2007970197,46
1188420,1542409472,2
1465590,3525459948,5
1576260,1926120359,1
1163420,3338693906,11
1472050,2358516538,1
2021170,1086167951,1
1008930,1138750190,1
1546640,895877539,4
1593670,1867082528,15
2830440,3979977126,1
2080110,1260930360,1
1237540,94466050,2
1000520,2007969327,5
2158990,2907178872,3
1535560,1506542554,3
1589260,4272768555,3
1470720,3182953262,3
1359730,2657992750,1
2827575,2514878855,1
2205270,1701717569,2
1441250,1127620598,16
1213400,870600718,1
1078040,1711133160,2
2251690,428177680,2
1291050,3506249877,1
1371260,1960654445,5
1236750,2691971288,1
1344410,888223510,5
1436540,925086250,1
1619920,1491408962,1
2755350,3798610129,21
1184140,1737110990,1
1368740,3956955803,2
1360480,1722726410,4
1310730,1521963167,9
1462470,4116716234,2
1317570,656338869,1
1499720,2644430510,4
1980170,803950939,1
1582000,1955163875,4
2830519,1472777648,1
1188420,1239004008,8
1281000,2392381146,1
1576310,2068146554,1
1474620,3154880908,4
1485310,3036790051,1
1451580,1439382896,1
1628500,548169701,39
2096970,3189554347,1
1602440,3052729445,16
1797260,578637745,1
2009920,1598278069,2
1181480,1249264208,1
2108800,1327057596,3
1603170,3697137763,1
2028970,2204756870,129
1008950,195385567,3
1254480,1822614155,1
2839191,1777420816,1
1155060,2826027464,1
2106260,1508889332,1
1289070,1769101496,1
1372800,2071110604,2
1527070,837958815,5
1270210,742539721,4
1591410,3875331369,1
1012730,3736779026,1
1211310,2432331777,1
1562640,2885417755,2
1445690,2644908063,1
1322990,2780870000,10
1264640,3763394705,3
1151840,2419608844,2
1005590,109151068,1
1416540,3962230798,1
1218380,799917880,2
2826615,2255261692,1
2842575,128937239,1
1400050,3787028838,1
1360840,2317310209,1
1256750,1712409080,3
1247260,1713830225,2
1305430,2932486674,1
1592420,1992847727,13
2057830,4275004777,1
1429620,1217674622,2
1562910,4009577473,1
1193610,1827196010,2
1334040,714476934,6
1279130,357895026,1
1519480,272591784,11
1320800,1719513935,1
2568840,2216805597,1
1007660,3936899956,9
1548550,1271807159,5
1202450,2654101000,18
1475870,3894009401,11
1307850,766186244,1
1124970,2353298729,1
2175420,1746510146,1
1010350,3733216853,1
1544210,2691129206,2
1491890,1549445142,1
2170420,1787847449,1
1540170,3768385324,2
1140590,1377541395,1
1540540,243751444,2
1223615,2892243882,27
2134680,3604043513,1
1324960,1737090110,2
1153930,1602420017,2
1483280,125505303,1
1584540,2496793632,2
1483090,3365030111,3
1307550,1377034300,5
1077940,1965757410,2
2021030,3980866919,1
1599480,1930212222,1
1583630,1286425342,1
2727850,638768899,1
1611200,1787355153,1
2104540,3818701188,4
5027764,1992767687,1
1349590,3593236753,1
1260670,1711638260,1
1596950,1736143633,1
1310670,1468822476,9
1373850,1408791412,1
1450930,404939661,1
1008920,4106801420,1
2186610,1475105790,1
1221540,2305949959,2
1363540,600259397,4
1383240,3064743386,40
1360930,1368522139,3
1270400,2024673860,1
1514990,1963236605,1
1598980,955503860,5
5061830,1237585823,1
1054400,3496549204,1
2017470,2495119437,1
1242160,1490309084,3
1052820,1427663196,3
1760000,3958141926,1
1193180,1198622106,1
1304970,2684750118,4
1360770,1333237984,3
2823760,1100454048,1
1483160,2257409973,4
1198920,522814538,1
2805520,1145556990,1
2820690,895801849,19
1311125,838481791,5
1508560,2554029737,5
1582310,2643960275,3
1123880,4035865712,2
2029460,3397218661,1
1610040,104669802,2
1249900,1711637825,4
1497960,442688960,1
1011900,1463617885,2
1474910,3899182068,3
1864140,3826117036,5
1396390,4078982607,1
1289160,3408012834,1
1482010,928451088,1
1427510,65229855,1
1257250,1732899267,2
1013320,1694458629,1
1514320,1913041488,2
1577140,157202305,7
1226990,2227281552,4
1508570,2097841669,1
1289980,1209695693,1
2394710,119953309,1
1328820,1822347500,5
1476410,3189543907,1
1344970,1255432260,3
1180470,2965825874,5
2714070,1610505025,1
1421090,2393457744,3
1545790,1964622950,6
1002650,149025526,1
1483150,3487075016,4
1294910,2275150213,1
1417550,3247103310,1
1427950,2907081866,2
1279170,1021474125,5
1529520,3396939927,25
1345020,1265234650,1
1352290,1966034655,1
1405790,2828738887,1
1005460,851346911,7
1172670,359418149,1
1476620,2864110736,1
1432420,2562467122,1
1581930,1722154385,7
1489240,3698537219,1
1469570,3920063758,2
1396840,2981941676,1
2137720,3896848070,26
1483060,88777820,2
1516280,3633733495,2
1323560,2177379476,2
2826718,904238157,1
1333340,1061632197,1
1299060,158686172,1
1289370,1763369501,4
1406050,572846257,8
1498740,551778866,1
1245100,3059893300,1
1006900,2764735579,1
2457920,4047505990,5
1585910,3968462074,1
1158160,804627579,1
1418340,1540047788,5
1631830,1112905972,2
2147699075,1486802233,3
1421970,529271890,1
1189130,195383392,1
1324580,1425022263,1
1534930,1828312578,1
2394490,1767495308,1
1579720,2597096710,1
2082450,1717602545,8
1220930,2010078927,1
1260720,3786414207,6
1382370,1953085445,4
1318470,3934635444,2
1043720,4151121255,3
1155150,2744007344,3
1150450,2839117867,3
1164650,1926120794,1
1611850,1521952169,1
1522750,3740263991,1
1467720,2428854837,3
2015100,1704790700,4
1498460,907453136,10
1382440,1830478520,10
2148570,292987422,1
1130570,1296762234,11
1292490,2384907154,2
1197030,1828569740,1
1181490,1242991943,3
2083650,1268087875,2
1593480,2444854748,1
1005030,317122086,5
1156610,1593900457,1
1979920,3715666554,21
1075720,2300034625,1
1008490,2204742515,87
2622300,1086339531,1
1355850,332236351,2
1224890,1684076598,3
1737910,3465071362,1
1365520,2784912020,1
1206080,2770767584,3
2012540,2405373898,1
1188270,2294668430,17
1307130,851346041,1
2009010,3718864547,1
1828720,3842495451,1
1469800,2204745125,568
2825982,2229407658,10
1199890,283849084,3
1591330,3747610012,1
2029130,2204766005,10
1512220,477622175,4
2006640,1174134594,2
1584930,3980647874,1
2136190,2722348361,1
1289400,3640431021,1
1269510,1887721850,2
1270670,3010900189,1
1006650,4293656878,6
1170660,3563559581,3
1551330,3849081056,1
1316340,1224159374,1
2036870,1053645587,1
1557450,1820171630,3
1000730,1294276456,2
1272820,503732280,2
1566240,2188834779,3
1429120,3906987036,2
1591110,3865890281,6
1002610,2843432950,1
1653500,2301899274,2
2037260,1118955825,1
2840715,2181343202,1
1200070,1420875651,1
1404200,1333500662,2
1010150,380445047,1
1514910,813168319,1
2029090,2204195720,128
2830327,66777514,1
1342530,1712198975,1
1011180,2960206626,1
1006730,4250210705,7
1215340,167035312,1
1412170,3832561122,1
1577980,3559791304,1
1232180,1595443091,1
2839819,1884035407,1
1356730,3422642060,3
2551780,4042427652,5
1444840,3320652052,1
2759480,2938123444,1
1199060,2615967787,1
1581400,2440102462,1
1245170,2734779955,1
2015370,291806034,9
1278380,762631622,1
1221690,3179418317,1
1009550,1750557498,1
1107700,2308365453,1
1645930,1155673945,2
1168660,2195601894,1
1382980,143219513,3
1000590,3715672209,2
1317950,3228953436,1
2841870,3639937903,1
1584870,1828491440,1
1450330,2633380045,14
1000750,895807939,1
1009970,2452151306,1
1360790,323139152,1
1000430,3701687673,1
1469660,1559483455,1
1266650,3709576980,1
2234750,4128552004,1
1350110,3680893938,3
1502390,1828590620,11
1416140,3992674437,1
1554200,416201640,1
2026850,1972482599,1
1229230,2864104312,3
1535850,216180523,1
1591420,159854514,1
1194500,2781916610,45
1601260,469739853,3
2102690,1907647193,1
1433330,536225826,2
1191060,807767026,3
2009890,190390993,2
1527110,3145968539,23
1307770,1719201605,7
1505390,4249034617,2
1402540,1878475704,3
1104270,689542502,1
1551310,1628707037,1
1530010,3143380602,1
1401020,2374874073,2
2180650,1550017167,1
1390660,1617884533,1
1049010,927573842,1
1188790,4042641602,3
1517090,1634225094,4
1186740,2625488205,11
2087300,624480282,1
1002290,4059000958,23
1245790,336565972,6
1416190,2992425587,1
2215430,3242553423,36
2136820,2648510063,1
1257240,1732900137,4
1344390,653824536,1
1245980,1922631880,3
1570420,2505966652,1
1202150,4220409974,1
1335080,1150642051,4
1328010,2217497529,3
1002970,3069914929,2
1359040,2711624849,5
1463550,3360797378,1
1419950,3718418839,1
1008630,4283757120,1
1530030,3037672992,10
2826528,2204757305,5
1475900,4047371261,2
2086640,2204769050,8
1502560,2641539381,2
1099900,4207331193,1
1326940,4184254496,1
1216280,1125734134,1
2029120,2204768180,25
1577910,1736542445,1
1524720,71537554,1
1359340,2746475230,1
1484330,2908584074,1
1184270,1444587179,4
1210140,1150982923,1
1293810,4207914842,3
1196210,2704353533,1
1147220,1620494937,13
1236230,1534186960,1
1404975,2342358459,7
1436240,3345003982,1
1588410,1661815850,1
1534040,423248340,1
1981700,187487994,3
1203270,1060618593,1
1099110,1024514415,2
1535370,1502753269,1
2179900,2461820360,2
2776810,1536280561,2
1293780,3970628867,2
1006600,354416260,2
1385480,4138731353,7
1338180,2094651512,2
1012740,3737327126,4
1598220,2978237464,14
1375610,4283029021,28
1077160,938864231,2
1001670,360292973,1
1541290,3366635724,2
1620400,1737097940,3
1169350,2065897752,1
1595080,157193605,1
1547330,564929540,7
1436730,2669800600,4
2826774,912085673,2
2026870,460352545,2
2578100,1800095834,1
1426530,4080279989,1
1001150,329993280,3
2733720,2279595028,1
5066816,1168535437,1
9000009,2886320972,2
1259770,1781995214,1
1590770,397115785,1
2016080,790175335,1
1584670,3512430757,1
1517560,1820912000,4
1001840,1117002452,13
2202970,308347400,1
1409150,1737569915,2
1604890,1831216715,4
1246510,706080166,1
1271750,4169469155,5
1155020,3265029383,2
2061250,1198041381,1
1382280,251820169,2
1175030,1626574707,11
1434040,2118985951,2
1002980,3657104650,44
1575940,2069247974,2
1306000,3879283406,2
1244080,1712961530,17
1004500,1811120599,2
1483070,1722230945,7
1361490,2973219284,6
1506420,96677783,2
1516460,1819955503,1
1582300,4283574076,2
2261500,3830479532,1
1232870,2621950303,1
1265070,2410386557,1
2187190,1719699245,1
2609800,748950179,1
1590740,822228807,1
1424410,3636100377,1
1172650,2898411912,1
1348870,3329188668,4
1282260,3741889042,1
1343100,1956040400,15
1501720,1624719799,1
1146900,527147934,1
1336500,4234302686,1
1269690,3061574866,1
2592720,181873246,1
1632520,1550010642,4
1587040,1847411251,12
1593570,4118002732,1
2119750,1375180347,12
1299030,408732872,18
1070320,749464288,2
1297890,192779597,2
1010750,331280113,1
1576200,1850420789,1
1577100,1737572525,14
1613340,1179268852,1
1256380,3165061182,1
1937180,1001285769,1
1577200,3616536919,4
1670690,2832403722,4
1583370,1712961095,11
1527300,3493603742,2
2803560,3438583468,1
1213870,3009703007,1
1545300,89337200,1
2005890,134192761,2
1521400,1711366820,27
1606560,137173434,1
1943400,4019850692,2
1006670,3896857205,13
1029430,1682884961,1
1301000,2666466833,1
1256140,2648473017,1
1191740,2306491139,5
2070970,2469737868,2
1050810,2440463223,1
2819990,3698328794,8
1012510,4131956898,2
1202950,1450216961,1
1008900,2273202563,1
1341840,1831223675,1
2006640,102120386,1
1444190,3208022054,28
1429700,545729736,1
1040350,1751778790,2
1378520,3986518776,10
1529530,2023061869,1
1154860,2235750714,3
1390240,1613543668,4
2147532909,928451958,1
1277080,2401332740,1
1425050,3458347176,1
1725390,3801062396,3
1010240,1472190641,3
2643970,319715906,3
1188350,3259272104,1
2667510,2194917639,6
1584440,3627324474,1
1269130,3882568297,38
1602590,3865576085,2
1544090,9068171,2
1591050,3711536936,3
1088140,1239473292,62
1628530,1661086937,31
2085080,2008540917,4
2718360,3537172575,1
1536350,1717618640,1
1574550,640015498,3
2119740,3164931954,1
1157080,2519463878,11
1406150,4113273628,1
1009850,4137779961,1
1154340,1232585138,1
1258240,3643153734,2
1237640,98531125,1
1004410,1661293997,2
1484150,3736017373,1
1470610,3185336192,13
1221530,3818058316,1
2139720,2204186585,26
2216440,1719201605,28
1606560,2257398157,1
2831677,4032688033,2
1598680,1553763224,1
1431850,1113554942,1
1076370,985329642,1
1431670,1636335130,1
1352570,1711867320,1
1358280,1232985445,14
2003540,1216826619,1
1244680,2241833591,1
1253590,1680067445,3
1249930,3775491389,1
1179320,1717817870,3
1258570,170960577,1
1362610,2229273106,3
1172230,1014180888,1
1913290,1622300984,11
2529530,4075468874,1
1228570,214226102,1
1229060,737164699,1
1537820,1818505402,1
1090860,2909879714,4
1470660,3063387857,1
1414190,1522768460,1
1589600,644188301,4
1347750,2670002960,2
1123840,2021888787,1
1501010,33544903,1
1403550,3523506199,1
1317760,3342380991,1
1471250,1331216792,9
1008910,157196650,3
1635990,246450026,1
1686930,2077514937,1
5008226,2137042010,25
1215260,5935335,1
1595730,324644621,4
1001980,2064344021,2
1457030,1182369212,1
1401000,92033209,1
1444610,755520873,18
1459820,3827640369,1
1006860,2802949459,3
1607050,2208184328,3
1157170,460825390,30
2034500,51718385,1
1538960,2316024390,2
1414150,1010832759,6
1377390,3316381480,16
1343110,138783073,5
1139670,569821484,1
1001140,100459985,1
1160820,1567538549,6
1598960,4284167719,1
1204100,902416053,3
1587610,1718946695,3
1392580,1712394290,6
2542470,1033773563,1
1531190,1718363360,5
1890180,1065792111,1
1380650,450133452,1
2849698,2245575446,3
1207590,528841083,1
1378990,1944644585,1
1240530,1722140030,2
1304420,3409095167,1
1595070,634184142,2
1307630,1718076260,2
2846738,1737572525,22
1632390,3189550432,1
2029100,2204198765,63
1316200,1295602344,1
1610460,1161022196,6
1068420,1985656526,1
1580825,1955165180,9
1589330,787590195,1
1004800,423428974,1
1005110,1964088154,7
1119650,4089331718,4
1430230,230086512,5
2528250,4027459728,1
1005340,1964648434,4
1012050,3145955489,12
1195970,1414947448,1
2256700,3395197126,1
1166180,2390290589,1
1351730,2776883992,1
1207610,4012105877,1
1519210,2039505008,7
1450320,4211017498,2
1601350,411872213,1
1399120,1970410401,8
1236690,3535763931,3
1430670,1888201049,1
2782970,3385047148,1
1611140,3079083880,4
1539800,1694512717,1
2232980,2955138143,1
1036400,3210357626,3
1649260,4112360049,1
1384830,2971507209,1
1113110,2952628805,13
1549660,1863172160,1
1324320,2654069837,1
1355970,4230867177,1
1454180,3086119695,1
1446760,1720339565,55
1335780,2526810131,2
1060300,4251278329,2
1335210,826176967,1
1249780,4146006609,1
1414910,1323788136,1
2186550,1162751327,1
1174070,1862461993,1
1505990,355011464,5
2847538,1275435499,2
1006970,3897411395,34
1577985,3940738813,2
1223880,3970397546,2
1570620,1824782195,1
1514840,1717244975,1
2056680,3342653135,1
1548650,3386733453,2
2823360,3459820610,1
1322400,2039337045,1
1529390,4024238656,7
